OBJECTID,CALL_TYPE_FINAL,LOCATION,CURR_DGROUP,callCreatedDateTime,NEIGHBORHOOD,MAP_PAGE,x,y
3715,Theft,2500 BLK OF LIBRARY RD,3,2023-05-22T14:10:00,OVERBROOK,3207,-79.99809772,40.38179178
3716,Theft from Vehicle,300 BLK OF DENNISTON ST,4,2023-05-22T12:25:00,SHADYSIDE,708,-79.92016598,40.4550376
3717,Theft,2200 BLK OF BROWNSVILLE RD,3,2023-05-22T11:32:00,CARRICK,2901,-79.986675,40.392259
3718,Theft,300 BLK OF KILBUCK RD,1,2023-05-22T10:55:00,PERRY NORTH,9804,-80.01740445,40.4780997
3719,Theft from Vehicle,1100 BLK OF N HIGHLAND AVE,5,2023-05-22T04:40:00,HIGHLAND PARK,1106,-79.91870388,40.47394635
3720,Theft,2800 BLK OF BROWNSVILLE RD,3,2023-05-22T01:06:00,CARRICK,2904,-79.97752924,40.38344202
3721,Theft,<100 BLK OF PPG PL,2,2023-05-22T00:18:00,CENTRAL BUSINESS DISTRICT,201,-80.00383755,40.44000919
3722,Theft,4400 BLK OF BROWNS HILL RD,4,2023-05-22T00:17:00,GREENFIELD,1517,-79.92744281,40.41907831
3723,Robbery,CEDAR AVE & E NORTH AVE,1,2023-05-21T22:30:00,EAST ALLEGHENY,2206,-80.00262127,40.45621922
3724,Theft,1900 BLK OF E CARSON ST,3,2023-05-21T21:42:00,SOUTH SIDE FLATS,1702,-79.97835455,40.42889138
3725,Theft,1000 BLK OF CHARTIERS AVE,6,2023-05-21T21:12:00,ELLIOTT,5626,-80.0407294,40.44432444
3726,Vehicle Theft,700 BLK OF S AIKEN AVE,4,2023-05-21T20:57:00,SHADYSIDE,703,-79.93568203,40.45130444
3727,Theft,300 BLK OF CEDAR AVE,1,2023-05-21T17:45:00,EAST ALLEGHENY,5632,-80.000881,40.451029
3728,Theft from Vehicle,S 26TH ST & TUNNEL BLVD,3,2023-05-21T17:42:00,SOUTH SIDE FLATS,1609,-79.96734255,40.42943787
3729,Theft,100 BLK OF DENNISTON ST,4,2023-05-21T16:30:00,SHADYSIDE,708,-79.9201541,40.45806454
3730,Theft,1900 BLK OF E CARSON ST,3,2023-05-21T15:53:00,SOUTH SIDE FLATS,1702,-79.97835455,40.42889138
3731,Theft,3700 BLK OF WIND GAP AVE,6,2023-05-21T14:36:00,FAIRYWOOD,2808,-80.080389,40.454408
3732,Robbery,E OHIO ST & MIDDLE ST,1,2023-05-21T14:16:00,EAST ALLEGHENY,5632,-79.99915909,40.4537522
3733,Theft,E OHIO ST & MIDDLE ST,1,2023-05-21T14:16:00,EAST ALLEGHENY,5632,-79.99915909,40.4537522
3734,Burglary,1100 BLK OF BROWNSVILLE RD,3,2023-05-21T11:06:00,CARRICK,2901,-79.99062759,40.40439572
3735,Theft,1100 BLK OF BROWNSVILLE RD,3,2023-05-21T11:06:00,CARRICK,2901,-79.99062759,40.40439572
3736,Theft,900 BLK OF PENN AVE,2,2023-05-21T07:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99691771,40.4444138
3737,Theft from Vehicle,900 BLK OF PENN AVE,2,2023-05-21T07:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99691771,40.4444138
3738,Theft,1800 BLK OF SAW MILL RUN BLVD,3,2023-05-21T06:42:00,OVERBROOK,3204,-79.99700228,40.39538071
3739,Theft,4600 BLK OF CENTRE AVE,4,2023-05-21T06:06:00,NORTH OAKLAND,5620,-79.95153349,40.45184346
3740,Robbery,BAINTON ST & CALIFORNIA AVE,1,2023-05-21T04:53:00,BRIGHTON HEIGHTS,2703,-80.03786395,40.47285986
3741,Aggravated Assault,3400 BLK OF FLEMING AVE,1,2023-05-21T02:36:00,BRIGHTON HEIGHTS,2703,-80.03875339,40.47780849
3742,Theft,200 BLK OF SHADY AVE,4,2023-05-21T01:00:00,SHADYSIDE,708,-79.92242746,40.45880302
3743,Theft,3200 BLK OF E CARSON ST,3,2023-05-21T00:47:00,SOUTH SIDE FLATS,1609,-79.96015962,40.42307052
3744,Burglary,300 BLK OF N ATLANTIC AVE,5,2023-05-21T00:30:00,GARFIELD,1017,-79.93833999,40.46635813
3745,Theft from Vehicle,100 BLK OF WATSON BLVD,1,2023-05-20T19:39:00,PERRY NORTH,2607,-80.0097529,40.48022771
3746,Theft,2600 BLK OF E CARSON ST,3,2023-05-20T19:10:00,SOUTH SIDE FLATS,1609,-79.96745139,40.42693658
3747,Theft,3300 BLK OF PENN AVE,2,2023-05-20T17:20:00,LOWER LAWRENCEVILLE,603,-79.96841467,40.46165968
3748,Theft from Vehicle,6400 BLK OF PENN AVE,5,2023-05-20T17:00:00,LARIMER,1208,-79.9169979,40.45735764
3749,Robbery,5900 BLK OF CENTRE AVE,4,2023-05-20T15:48:00,SHADYSIDE,705,-79.92738265,40.45901077
3750,Theft,1900 BLK OF E CARSON ST,3,2023-05-20T15:35:00,SOUTH SIDE FLATS,1702,-79.97835455,40.42889138
3751,Theft from Vehicle,6300 BLK OF MARCHAND ST,4,2023-05-20T14:22:00,SHADYSIDE,708,-79.92116491,40.45705899
3752,Theft,<100 BLK OF MARKET ST,2,2023-05-20T14:14:00,CENTRAL BUSINESS DISTRICT,201,-80.002223,40.440269
3753,Theft from Vehicle,1000 BLK OF 5TH AVE,2,2023-05-20T13:30:00,BLUFF,103,-79.99035858,40.43854359
3754,Theft,900 BLK OF LIBERTY AVE,2,2023-05-20T09:08:00,CENTRAL BUSINESS DISTRICT,201,-79.99661788,40.44354809
3755,Aggravated Assault,400 BLK OF SMITHFIELD ST,2,2023-05-20T04:38:00,CENTRAL BUSINESS DISTRICT,201,-79.9990625,40.43920592
3756,Aggravated Assault,100 BLK OF PANTHER HOLLOW RD,4,2023-05-20T03:34:00,SQUIRREL HILL SOUTH,9805,-79.94652291,40.43833267
3757,Theft,3000 BLK OF HUXLEY ST,6,2023-05-20T03:19:00,SHERADEN,2022,-80.06109921,40.45280608
3758,Theft,1700 BLK OF MURRAY AVE,4,2023-05-20T02:59:00,SQUIRREL HILL SOUTH,1413,-79.92315141,40.43791694
3759,Theft,6200 BLK OF PENN AVE,5,2023-05-20T02:35:00,EAST LIBERTY,1115,-79.92191009,40.46085426
3760,Theft,1200 BLK OF BROWNSVILLE RD,3,2023-05-20T01:55:00,CARRICK,2901,-79.99045518,40.40312964
3761,Vehicle Theft,E CARSON ST & S 26TH ST,3,2023-05-20T01:15:00,SOUTH SIDE FLATS,1609,-79.96840064,40.42744337
3762,Theft,4700 BLK OF CENTRE AVE,5,2023-05-20T01:10:00,BLOOMFIELD,804,-79.94909187,40.45343099
3763,Theft,5000 BLK OF 2ND AVE,4,2023-05-20T00:40:00,HAZELWOOD,5623,-79.94334543,40.40818042
3764,Theft,200 BLK OF REIFERT ST,3,2023-05-20T00:25:00,KNOXVILLE,3001,-79.99207159,40.40836572
3765,Theft from Vehicle,400 BLK OF LA MARIDO ST,6,2023-05-19T23:45:00,BROOKLINE,1917,-80.015308,40.400124
3766,Theft,1100 BLK OF BROOKLINE BLVD,6,2023-05-19T23:30:00,BROOKLINE,3206,-80.01496745,40.3921882
3767,Shooting (Non Fatal),800 BLK OF MT PLEASANT RD,1,2023-05-19T23:19:00,NORTHVIEW HEIGHTS,2609,-79.99947307,40.47574398
3768,Theft,3900 BLK OF PENN AVE,2,2023-05-19T23:05:00,LOWER LAWRENCEVILLE,603,-79.95929038,40.46466334
3769,Theft,3100 BLK OF CORDELL PL,3,2023-05-19T22:48:00,ARLINGTON HEIGHTS,5616,-79.96195364,40.41790647
3770,Robbery,FRANKSTOWN AVE & LINCOLN AVE,5,2023-05-19T22:28:00,HOMEWOOD NORTH,1302,-79.894176,40.461143
3771,Theft,FRANKSTOWN AVE & LINCOLN AVE,5,2023-05-19T22:28:00,HOMEWOOD NORTH,1302,-79.894176,40.461143
3772,Burglary,800 BLK OF PERALTA ST,1,2023-05-19T22:00:00,EAST ALLEGHENY,5632,-79.99628409,40.45539069
3773,Theft from Vehicle,200 BLK OF ZARA ST,3,2023-05-19T21:37:00,KNOXVILLE,3001,-79.99233839,40.41595267
3774,Theft,5200 BLK OF KEYSTONE ST,2,2023-05-19T21:25:00,UPPER LAWRENCEVILLE,1011,-79.95188007,40.4803283
3775,Theft,400 BLK OF N HIGHLAND AVE,5,2023-05-19T19:32:00,EAST LIBERTY,1115,-79.92217164,40.46515781
3776,Theft,900 BLK OF FREEPORT RD,5,2023-05-19T19:15:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89431722,40.48808182
3777,Theft from Vehicle,500 BLK OF GRACE ST,3,2023-05-19T19:12:00,MOUNT WASHINGTON,1914,-80.01446974,40.42817505
3778,Theft,200 BLK OF REIFERT ST,3,2023-05-19T17:45:00,KNOXVILLE,3001,-79.99266677,40.40801862
3779,Theft,2900 BLK OF BANKSVILLE RD,6,2023-05-19T17:24:00,BANKSVILLE,2023,-80.04153651,40.40304839
3780,Theft,5900 BLK OF FORBES AVE,4,2023-05-19T17:10:00,SQUIRREL HILL SOUTH,1408,-79.9198145,40.4378001
3781,Theft,1800 BLK OF MURRAY AVE,4,2023-05-19T16:23:00,SQUIRREL HILL SOUTH,1408,-79.92274463,40.43636752
3782,Theft,6200 BLK OF PENN AVE,5,2023-05-19T15:54:00,EAST LIBERTY,1115,-79.92191009,40.46085426
3783,Theft,300 BLK OF 6TH AVE,2,2023-05-19T15:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99797535,40.44183352
3784,Theft,100 BLK OF S 26TH ST,3,2023-05-19T12:15:00,SOUTH SIDE FLATS,1609,-79.96921889,40.42607532
3785,Theft from Vehicle,CRAWFORD ST & CENTRE AVE,2,2023-05-19T10:27:00,CENTRAL BUSINESS DISTRICT,201,-79.98600989,40.44102964
3786,Theft,2700 BLK OF CENTRE AVE,2,2023-05-19T08:29:00,TERRACE VILLAGE,510,-79.9677595,40.44663005
3787,Theft,5500 BLK OF BAYWOOD ST,5,2023-05-19T08:05:00,EAST LIBERTY,1113,-79.92844745,40.47104043
3788,Theft,4400 BLK OF BROWNS HILL RD,4,2023-05-19T02:40:00,GREENFIELD,1517,-79.92744281,40.41907831
3789,Theft,200 BLK OF STANWIX ST,2,2023-05-18T23:30:00,CENTRAL BUSINESS DISTRICT,201,-80.00464586,40.43975289
3790,Theft,3400 BLK OF PERRYSVILLE AVE,1,2023-05-18T22:54:00,PERRY NORTH,2607,-80.01335434,40.48180425
3791,Theft,5600 BLK OF CENTRE AVE,4,2023-05-18T22:38:00,SHADYSIDE,709,-79.93436528,40.45660544
3792,Theft from Vehicle,800 BLK OF DUNSTER ST,6,2023-05-18T22:04:00,BROOKLINE,1917,-80.00811724,40.40240398
3793,Theft,E WARRINGTON AVE & WALTER ST,3,2023-05-18T21:58:00,ALLENTOWN,1803,-79.99478021,40.42178942
3794,Theft,400 BLK OF WINTERHILL ST,6,2023-05-18T21:00:00,BROOKLINE,1919,-80.02379657,40.39737802
3795,Theft,300 BLK OF 5TH AVE,2,2023-05-18T20:03:00,CENTRAL BUSINESS DISTRICT,201,-79.99977384,40.44029613
3796,Vehicle Theft,1000 BLK OF THREE RIVER HERITAGE TRL,3,2023-05-18T20:00:00,SOUTH SIDE FLATS,1702,-79.99517,40.431302
3797,Theft,200 BLK OF MOUNTAIN AVE,3,2023-05-18T18:45:00,ARLINGTON,5616,-79.9784393,40.41517106
3798,Theft,500 BLK OF SMITHFIELD ST,2,2023-05-18T18:33:00,CENTRAL BUSINESS DISTRICT,201,-79.998564,40.43981
3799,Theft,1900 BLK OF E CARSON ST,3,2023-05-18T18:31:00,SOUTH SIDE FLATS,1702,-79.97835455,40.42889138
3800,Theft from Vehicle,300 BLK OF CEDAR AVE,1,2023-05-18T17:55:00,EAST ALLEGHENY,5632,-79.99967238,40.45150127
3801,Theft,300 BLK OF CEDAR AVE,1,2023-05-18T17:44:00,EAST ALLEGHENY,5632,-79.99967238,40.45150127
3802,Theft from Vehicle,700 BLK OF DUNSTER ST,6,2023-05-18T17:12:00,BROOKLINE,1917,-80.01093943,40.40217083
3803,Theft,600 BLK OF SMITHFIELD ST,2,2023-05-18T17:00:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
3804,Vehicle Theft,700 BLK OF BERWIN AVE,6,2023-05-18T15:15:00,BROOKLINE,1919,-80.01828865,40.3968902
3805,Theft,2200 BLK OF BROWNSVILLE RD,3,2023-05-18T14:43:00,CARRICK,2901,-79.986675,40.392259
3806,Burglary,<100 BLK OF RADIUM ST,1,2023-05-18T14:00:00,PERRY NORTH,2602,-80.01834378,40.49155897
3807,Theft from Vehicle,700 BLK OF ROSSMORE AVE,6,2023-05-18T14:00:00,BROOKLINE,1919,-80.02004328,40.39583753
3808,Theft from Vehicle,700 BLK OF ROSSMORE AVE,6,2023-05-18T14:00:00,BROOKLINE,1919,-80.02004328,40.39583753
3809,Theft,800 BLK OF PENNSYLVANIA AVE,1,2023-05-18T13:29:00,CALIFORNIA-KIRKBRIDE,2507,-80.01579434,40.45641523
3810,Theft from Vehicle,600 BLK OF BEAUFORT AVE,6,2023-05-18T13:15:00,BROOKLINE,1917,-80.01566878,40.39944179
3811,Theft,6400 BLK OF PENN AVE,5,2023-05-18T13:11:00,LARIMER,1208,-79.9169979,40.45735764
3812,Theft from Vehicle,800 BLK OF BERKSHIRE AVE,6,2023-05-18T12:30:00,BROOKLINE,1918,-80.02029154,40.39247604
3813,Theft from Vehicle,500 BLK OF BEAUFORT AVE,6,2023-05-18T12:13:00,BROOKLINE,1917,-80.01666025,40.39978891
3814,Theft,7200 BLK OF PENN AVE,4,2023-05-18T11:52:00,POINT BREEZE NORTH,1405,-79.90009054,40.44900655
3815,Theft from Vehicle,1700 BLK OF SEATON ST,6,2023-05-18T11:23:00,BROOKLINE,1918,-80.00919,40.385207
3816,Theft from Vehicle,1700 BLK OF SEATON ST,6,2023-05-18T11:23:00,BROOKLINE,1918,-80.009309,40.38686
3817,Shooting (Non Fatal),<100 BLK OF NANSEN ST,4,2023-05-18T03:43:00,HAZELWOOD,5623,-79.93847654,40.41288251
3818,Burglary,300 BLK OF ZARA ST,3,2023-05-18T02:38:00,KNOXVILLE,3001,-79.99329472,40.4155527
3819,Theft,900 BLK OF FREEPORT RD,5,2023-05-17T23:48:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89207293,40.4889466
3820,Theft,2000 BLK OF DE RUAD ST,2,2023-05-17T23:30:00,CRAWFORD-ROBERTS,305,-79.983981,40.438861
3821,Theft,200 BLK OF CHARLES ST,3,2023-05-17T23:28:00,KNOXVILLE,3001,-79.9927688,40.41669943
3822,Theft,1100 BLK OF LINCOLN AVE,5,2023-05-17T23:27:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90087319,40.46444194
3823,Theft,1400 BLK OF E CARSON ST,3,2023-05-17T22:20:00,SOUTH SIDE FLATS,1702,-79.98388197,40.428663
3824,Burglary,7500 BLK OF MULFORD ST,5,2023-05-17T22:09:00,HOMEWOOD SOUTH,1303,-79.89226739,40.45293108
3825,Theft,7500 BLK OF MULFORD ST,5,2023-05-17T22:09:00,HOMEWOOD SOUTH,1303,-79.89226739,40.45293108
3826,Theft,200 BLK OF 5TH AVE,2,2023-05-17T22:00:00,CENTRAL BUSINESS DISTRICT,201,-80.00101805,40.44079126
3827,Theft,600 BLK OF CALERA ST,4,2023-05-17T21:52:00,HAYS,5629,-79.93383449,40.3814301
3828,Robbery,7200 BLK OF ROSS GARDEN RD,5,2023-05-17T21:09:00,LINCOLN-LEMINGTON-BELMAR,5619,-79.89315753,40.47097016
3829,Theft,3300 BLK OF PENN AVE,2,2023-05-17T20:02:00,LOWER LAWRENCEVILLE,603,-79.96841467,40.46165968
3830,Theft,500 BLK OF OAK HILL DR,2,2023-05-17T16:29:00,TERRACE VILLAGE,510,-79.96958605,40.44273554
3831,Theft,600 BLK OF SMITHFIELD ST,2,2023-05-17T16:00:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
3832,Theft from Vehicle,1900 BLK OF SIDNEY ST,3,2023-05-17T15:10:00,SOUTH SIDE FLATS,1702,-79.97772922,40.42935623
3833,Theft,200 BLK OF S NINTH ST,4,2023-05-17T15:00:00,WEST OAKLAND,402,-79.960925,40.442239
3834,Aggravated Assault,300 BLK OF OLIVER AVE,2,2023-05-17T14:45:00,CENTRAL BUSINESS DISTRICT,201,-79.999263,40.441128
3835,Homicide,7500 BLK OF BENNETT ST,5,2023-05-17T14:16:00,HOMEWOOD SOUTH,1304,-79.89194334,40.45522467
3836,Theft from Vehicle,S 21ST ST & MARY ST,3,2023-05-17T13:30:00,SOUTH SIDE FLATS,1702,-79.97653911,40.42581091
3837,Theft,1800 BLK OF BENTLEY DR,2,2023-05-17T12:12:00,TERRACE VILLAGE,511,-79.97716409,40.44046353
3838,Theft from Vehicle,900 BLK OF PHINEAS ,1,2023-05-17T11:30:00,EAST ALLEGHENY,2304,-79.994194,40.455579
3839,Theft from Vehicle,400 BLK OF STANWIX ST,2,2023-05-17T10:40:00,CENTRAL BUSINESS DISTRICT,201,-80.00399372,40.44086773
3840,Theft,5200 BLK OF KEYSTONE ST,2,2023-05-17T00:20:00,UPPER LAWRENCEVILLE,1011,-79.95188007,40.4803283
3841,Theft,CENTRE AVE & S NEGLEY AVE,4,2023-05-16T23:30:00,SHADYSIDE,709,-79.93405727,40.45726189
3842,Shooting (Non Fatal),2100 BLK OF PARK HILL DR,5,2023-05-16T23:04:00,EAST HILLS,1306,-79.87453032,40.45291695
3843,Theft,1100 BLK OF LINCOLN AVE,5,2023-05-16T21:28:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90087319,40.46444194
3844,Theft,7400 BLK OF TIOGA ST,5,2023-05-16T20:47:00,HOMEWOOD SOUTH,1303,-79.89416044,40.4530649
3845,Theft,4600 BLK OF CENTRE AVE,4,2023-05-16T20:18:00,NORTH OAKLAND,5620,-79.95153349,40.45184346
3846,Theft,700 BLK OF S 21ST ST,3,2023-05-16T19:49:00,SOUTH SIDE FLATS,1609,-79.9760992,40.42566335
3847,Vehicle Theft,1500 BLK OF WEST LIBERTY AVE,6,2023-05-16T19:35:00,BROOKLINE,1917,-80.01590485,40.40986615
3848,Theft from Vehicle,800 BLK OF FORT DUQUESNE BLVD,2,2023-05-16T19:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99939495,40.44465722
3849,Vehicle Theft,2400 BLK OF SAW MILL RUN BLVD,3,2023-05-16T18:38:00,OVERBROOK,3204,-79.99479169,40.38482126
3850,Robbery,7000 BLK OF FLEURY WAY,5,2023-05-16T17:52:00,HOMEWOOD SOUTH,1303,-79.9002939,40.45671297
3851,Theft,900 BLK OF SUISMON ST,1,2023-05-16T17:50:00,EAST ALLEGHENY,5632,-79.99436489,40.45642693
3852,Theft,LIBERTY AVE & 10TH ST,2,2023-05-16T17:03:00,CENTRAL BUSINESS DISTRICT,201,-79.99523723,40.44365016
3853,Theft,2000 BLK OF WHARTON ST,3,2023-05-16T16:33:00,SOUTH SIDE FLATS,1702,-79.978241,40.430498
3854,Theft,<100 BLK OF E MEYERS ST,3,2023-05-16T16:30:00,CARRICK,2902,-79.98841303,40.39978821
3855,Theft,4000 BLK OF BUTLER ST,2,2023-05-16T16:06:00,CENTRAL LAWRENCEVILLE,901,-79.961515,40.469534
3856,Theft,5800 BLK OF DOUGLAS ST,4,2023-05-16T15:56:00,SQUIRREL HILL SOUTH,1408,-79.92253053,40.43310017
3857,Theft,1700 BLK OF MURRAY AVE,4,2023-05-16T15:49:00,SQUIRREL HILL SOUTH,1413,-79.92315141,40.43791694
3858,Theft,<100 BLK OF E NORTH AVE,1,2023-05-16T15:00:00,CENTRAL NORTHSIDE,2206,-80.00614283,40.45584369
3859,Vehicle Theft,MAPLE TER & VIRGINIA AVE,3,2023-05-16T11:36:00,MOUNT WASHINGTON,1914,-80.00955137,40.43064188
3860,Theft,2700 BLK OF NORWOOD AVE,1,2023-05-16T09:54:00,PERRY SOUTH,2615,-80.01366863,40.47294703
3861,Theft from Vehicle,2700 BLK OF NORWOOD AVE,1,2023-05-16T09:54:00,PERRY SOUTH,2615,-80.01366863,40.47294703
3862,Vehicle Theft,1600 BLK OF LAGER ST,1,2023-05-16T06:19:00,TROY HILL,2406,-79.985018,40.463578
3863,Theft,200 BLK OF ATWOOD ST,4,2023-05-16T04:30:00,CENTRAL OAKLAND,405,-79.95704672,40.44091562
3864,Burglary,1000 BLK OF HIGH ST,1,2023-05-16T02:10:00,SPRING GARDEN,2412,-79.99416512,40.45982196
3865,Shooting (Non Fatal),2100 BLK OF PARK HILL DR,5,2023-05-16T02:07:00,EAST HILLS,1306,-79.87453032,40.45291695
3866,Aggravated Assault,2100 BLK OF PARK HILL DR,5,2023-05-16T01:09:00,EAST HILLS,1306,-79.87491975,40.45345813
3867,Vehicle Theft,<100 BLK OF MC KNIGHT ST,6,2023-05-16T01:07:00,WEST END,2019,-80.032633,40.434643
3868,Theft from Vehicle,S 12TH ST & ROLAND WAY,3,2023-05-16T00:30:00,SOUTH SIDE FLATS,1702,-79.9864086,40.42842109
3869,Burglary,1300 BLK OF DAMAS ST,1,2023-05-15T23:55:00,SPRING HILL-CITY VIEW,2620,-79.99045701,40.46564374
3870,Burglary,100 BLK OF GROVELAND ST,3,2023-05-15T23:14:00,OVERBROOK,3207,-79.99929533,40.38387512
3871,Theft from Vehicle,6000 BLK OF CENTRE AVE,4,2023-05-15T22:56:00,SHADYSIDE,705,-79.92592306,40.45938814
3872,Theft,5600 BLK OF CENTRE AVE,4,2023-05-15T22:00:00,SHADYSIDE,709,-79.93436528,40.45660544
3873,Theft from Vehicle,5900 BLK OF PENN AVE,5,2023-05-15T22:00:00,EAST LIBERTY,1115,-79.9261374,40.46206117
3874,Theft,600 BLK OF S NEGLEY AVE,4,2023-05-15T20:30:00,SHADYSIDE,709,-79.93324956,40.45521929
3875,Theft,800 BLK OF TROPICAL AVE,6,2023-05-15T20:00:00,BEECHVIEW,1916,-80.02481401,40.42220885
3876,Theft,<100 BLK OF S 4TH ST,3,2023-05-15T19:20:00,SOUTH SIDE FLATS,1702,-79.9958,40.430701
3877,Vehicle Theft,2900 BLK OF BANKSVILLE RD,6,2023-05-15T17:50:00,BANKSVILLE,2023,-80.04153651,40.40304839
3878,Theft,400 BLK OF N HIGHLAND AVE,5,2023-05-15T17:20:00,EAST LIBERTY,1115,-79.92217164,40.46515781
3879,Theft,6200 BLK OF PENN AVE,5,2023-05-15T15:55:00,EAST LIBERTY,1115,-79.92191009,40.46085426
3880,Theft from Vehicle,1000 BLK OF SPRING GARDEN AVE,1,2023-05-15T15:08:00,SPRING GARDEN,2412,-79.99436826,40.45845112
3881,Burglary,<100 BLK OF ELMONT ST,6,2023-05-15T14:20:00,CRAFTON HEIGHTS,2815,-80.05612424,40.43894734
3882,Theft from Vehicle,2100 BLK OF PARK HILL DR,5,2023-05-15T13:36:00,EAST HILLS,1306,-79.8740214,40.45295266
3883,Burglary,3700 BLK OF FORBES AVE,4,2023-05-15T13:30:00,CENTRAL OAKLAND,405,-79.95722828,40.44155468
3884,Burglary,600 BLK OF N HOMEWOOD AVE,5,2023-05-15T13:15:00,HOMEWOOD SOUTH,1303,-79.89736225,40.45548931
3885,Theft,<100 BLK OF MARKET SQ,2,2023-05-15T13:10:00,CENTRAL BUSINESS DISTRICT,201,-80.00288537,40.44112821
3886,Theft,5300 BLK OF CENTRE AVE,4,2023-05-15T13:06:00,SHADYSIDE,709,-79.93883187,40.45562718
3887,Burglary,3300 BLK OF LIBERTY AVE,2,2023-05-15T12:13:00,LOWER LAWRENCEVILLE,603,-79.96591357,40.46111661
3888,Theft,1300 BLK OF ARCH ST,1,2023-05-15T12:10:00,CENTRAL NORTHSIDE,2206,-80.00894576,40.45697544
3889,Burglary,200 BLK OF ROBINSON ST,4,2023-05-15T04:52:00,WEST OAKLAND,402,-79.9656951,40.43949828
3890,Aggravated Assault,200 BLK OF ROBINSON ST,4,2023-05-15T04:52:00,WEST OAKLAND,402,-79.9656951,40.43949828
3891,Theft from Vehicle,S 23RD ST & CAREY WAY,3,2023-05-15T00:53:00,SOUTH SIDE FLATS,1609,-79.97309055,40.4278516
3892,Shooting (Non Fatal),100 BLK OF E AMANDA AVE,3,2023-05-14T23:09:00,ALLENTOWN,1803,-79.98833422,40.41939926
3893,Burglary,2700 BLK OF BERGMAN ST,6,2023-05-14T18:30:00,SHERADEN,5625,-80.05145069,40.45283825
3894,Theft,3700 BLK OF FORBES AVE,4,2023-05-14T16:51:00,CENTRAL OAKLAND,405,-79.95736833,40.44102425
3895,Aggravated Assault,300 BLK OF ARABELLA ST,3,2023-05-14T16:08:00,KNOXVILLE,3001,-79.99306681,40.41216539
3896,Theft from Vehicle,300 BLK OF WATSON BLVD,1,2023-05-14T14:45:00,PERRY NORTH,2607,-80.01223839,40.48403076
3897,Burglary,7600 BLK OF KELLY ST,5,2023-05-14T13:24:00,HOMEWOOD SOUTH,1304,-79.88959018,40.45402935
3898,Theft,3700 BLK OF FORBES AVE,4,2023-05-14T13:07:00,CENTRAL OAKLAND,405,-79.95736833,40.44102425
3899,Theft,3100 BLK OF BANKSVILLE RD,6,2023-05-14T12:15:00,BANKSVILLE,2023,-80.04345137,40.39980013
3900,Burglary,2900 BLK OF STAFFORD ST,6,2023-05-14T12:00:00,SHERADEN,5625,-80.05054357,40.45707898
3901,Theft,2900 BLK OF STAFFORD ST,6,2023-05-14T12:00:00,SHERADEN,5625,-80.05054357,40.45707898
3902,Theft from Vehicle,2600 BLK OF 5TH AVE,4,2023-05-14T11:02:00,WEST OAKLAND,402,-79.96593765,40.437211
3903,Theft from Vehicle,900 BLK OF ARLINGTON AVE,3,2023-05-14T10:07:00,ALLENTOWN,1803,-79.99066709,40.42522392
3904,Aggravated Assault,400 BLK OF NORTH SHORE DR,1,2023-05-14T05:53:00,NORTH SHORE,9812,-80.01149561,40.44615113
3905,Vehicle Theft,300 BLK OF WINSTON ST,4,2023-05-14T03:38:00,HAZELWOOD,5623,-79.93829172,40.4051331
3906,Theft,WATSON ST & PRIDE ST,2,2023-05-14T02:18:00,BLUFF,103,-79.98508491,40.43811426
3907,Theft,600 BLK OF HILLSBORO ST,6,2023-05-14T02:06:00,SHERADEN,5625,-80.05319305,40.45392443
3908,Theft,4600 BLK OF CENTRE AVE,4,2023-05-14T01:44:00,NORTH OAKLAND,5620,-79.95153349,40.45184346
3909,Theft,1900 BLK OF ROCKLEDGE ST,1,2023-05-14T00:36:00,SPRING HILL-CITY VIEW,2620,-79.99013001,40.46678495
3910,Theft,6000 BLK OF CENTRE AVE,4,2023-05-14T00:02:00,SHADYSIDE,705,-79.9265974,40.45919142
3911,Robbery,PENN AVE & S NEGLEY AVE,5,2023-05-13T22:01:00,EAST LIBERTY,1115,-79.93066067,40.46350422
3912,Theft,600 BLK OF SMITHFIELD ST,2,2023-05-13T20:16:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
3913,Burglary,900 BLK OF ITIN ST,1,2023-05-13T19:47:00,SPRING GARDEN,2412,-79.9947788,40.4591428
3914,Robbery,1300 BLK OF E CARSON ST,3,2023-05-13T18:00:00,SOUTH SIDE FLATS,1702,-79.98433905,40.42897845
3915,Theft,1300 BLK OF E CARSON ST,3,2023-05-13T18:00:00,SOUTH SIDE FLATS,1702,-79.98433905,40.42897845
3916,Theft,1000 BLK OF FREEPORT RD,5,2023-05-13T17:41:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89155516,40.4887933
3917,Theft,200 BLK OF FURLEY ST,6,2023-05-13T17:11:00,ELLIOTT,2020,-80.037361,40.442063
