OBJECTID,CALL_TYPE_FINAL,LOCATION,CURR_DGROUP,callCreatedDateTime,NEIGHBORHOOD,MAP_PAGE,x,y
3918,Theft,600 BLK OF STANWIX ST,2,2023-05-13T17:00:00,CENTRAL BUSINESS DISTRICT,201,-80.00484282,40.44316191
3919,Theft from Vehicle,WYLIE AVE & CRAWFORD ST ,2,2023-05-13T16:45:00,CENTRAL BUSINESS DISTRICT,201,-79.987215,40.4427
3920,Theft,4600 BLK OF CARROLL ST,5,2023-05-13T16:14:00,BLOOMFIELD,903,-79.94845494,40.4651758
3921,Theft from Vehicle,800 BLK OF FORT DUQUESNE BLVD,2,2023-05-13T15:20:00,CENTRAL BUSINESS DISTRICT,201,-79.99939495,40.44465722
3922,Theft,300 BLK OF 6TH AVE,2,2023-05-13T14:50:00,CENTRAL BUSINESS DISTRICT,201,-79.99797535,40.44183352
3923,Theft,6600 BLK OF NORTHUMBERLAND ST,4,2023-05-13T13:45:00,SQUIRREL HILL NORTH,1403,-79.91366233,40.44310292
3924,Shooting (Non Fatal),IBIS WAY & BAUSMAN ST,3,2023-05-13T09:20:00,KNOXVILLE,3001,-79.98855363,40.41441945
3925,Vehicle Theft,300 BLK OF WINSTON ST,4,2023-05-13T06:52:00,HAZELWOOD,5623,-79.93829172,40.4051331
3926,Theft from Vehicle,2500 BLK OF SARANAC AVE,6,2023-05-13T05:55:00,BEECHVIEW,1920,-80.025561,40.399093
3927,Theft,1700 BLK OF E CARSON ST,3,2023-05-13T05:20:00,SOUTH SIDE FLATS,1702,-79.98122916,40.42907754
3928,Burglary,5500 BLK OF WILKINS AVE,4,2023-05-13T03:57:00,SQUIRREL HILL NORTH,1402,-79.92917778,40.4450108
3929,Theft,2000 BLK OF WESTMONT AVE,3,2023-05-13T03:23:00,CARRICK,2901,-79.98749001,40.3935158
3930,Burglary,7100 BLK OF KEDRON ST,5,2023-05-13T03:22:00,HOMEWOOD NORTH,1302,-79.89647468,40.4613376
3931,Theft,300 BLK OF GRANT ST,2,2023-05-12T21:55:00,CENTRAL BUSINESS DISTRICT,201,-79.99860687,40.43799911
3932,Robbery,200 BLK OF MARLAND ST,3,2023-05-12T21:15:00,KNOXVILLE,3001,-79.99182326,40.41183367
3933,Theft,STANWIX ST & 4TH AVE,2,2023-05-12T19:18:00,CENTRAL BUSINESS DISTRICT,201,-80.00438928,40.4405277
3934,Theft,1900 BLK OF CENTRE AVE,2,2023-05-12T18:04:00,CRAWFORD-ROBERTS,305,-79.98080859,40.44277687
3935,Aggravated Assault,3000 BLK OF SIDNEY ST,3,2023-05-12T18:01:00,SOUTH SIDE FLATS,1609,-79.961855,40.425051
3936,Burglary,3000 BLK OF SIDNEY ST,3,2023-05-12T18:01:00,SOUTH SIDE FLATS,1609,-79.961855,40.425051
3937,Vehicle Theft,3000 BLK OF LIBERTY AVE,2,2023-05-12T17:30:00,POLISH HILL,605,-79.97142295,40.45835546
3938,Theft,200 BLK OF ATWOOD ST,4,2023-05-12T16:40:00,CENTRAL OAKLAND,405,-79.95701397,40.44073693
3939,Theft,500 BLK OF WILLIAM PENN PL,2,2023-05-12T16:00:00,CENTRAL BUSINESS DISTRICT,201,-79.9977367,40.44019365
3940,Theft,2600 BLK OF PERRYSVILLE AVE,1,2023-05-12T15:12:00,PERRY SOUTH,2615,-80.01045352,40.47171552
3941,Theft,600 BLK OF WOOD ST,2,2023-05-12T15:05:00,CENTRAL BUSINESS DISTRICT,201,-79.99889438,40.44238514
3942,Burglary,<100 BLK OF BELTZHOOVER AVE,3,2023-05-12T14:16:00,MOUNT WASHINGTON,1807,-79.99769682,40.4247099
3943,Theft,1500 BLK OF LINCOLN AVE,5,2023-05-12T12:00:00,LINCOLN-LEMINGTON-BELMAR,5619,-79.8958064,40.46872659
3944,Theft,800 BLK OF BROOKLINE BLVD,6,2023-05-12T06:24:00,BROOKLINE,1918,-80.02026569,40.39367407
3945,Robbery,2500 BLK OF CHAUNCEY DR,2,2023-05-12T06:00:00,BEDFORD DWELLINGS,509,-79.973915,40.450917
3946,Robbery,300 BLK OF 4TH AVE,2,2023-05-12T04:43:00,CENTRAL BUSINESS DISTRICT,201,-80.00057873,40.43891257
3947,Theft from Vehicle,100 BLK OF ISABELLA ST,1,2023-05-12T03:50:00,NORTH SHORE,5632,-80.0023749,40.44807245
3948,Shooting (Non Fatal),2300 BLK OF REED ST,2,2023-05-12T02:29:00,MIDDLE HILL,501,-79.97236288,40.44492009
3949,Theft,<100 BLK OF LACONA ST,3,2023-05-12T01:15:00,CARRICK,2902,-79.98469526,40.40464768
3950,Aggravated Assault,7200 BLK OF KELLY ST,5,2023-05-12T00:36:00,HOMEWOOD SOUTH,1303,-79.89539558,40.45487618
3951,Theft,1100 BLK OF LINCOLN AVE,5,2023-05-12T00:23:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90087319,40.46444194
3952,Theft,5600 BLK OF BAUM BLVD,5,2023-05-12T00:04:00,FRIENDSHIP,807,-79.93440674,40.45860692
3953,Theft,100 BLK OF PEARL ST,5,2023-05-11T22:20:00,BLOOMFIELD,903,-79.9484598,40.46465235
3954,Theft,2600 BLK OF SAW MILL RUN BLVD,3,2023-05-11T20:26:00,OVERBROOK,3204,-79.9938558,40.38007495
3955,Theft,5600 BLK OF CENTRE AVE,4,2023-05-11T20:04:00,SHADYSIDE,709,-79.93436528,40.45660544
3956,Theft from Vehicle,5500 BLK OF WILKINS AVE,4,2023-05-11T19:51:00,SQUIRREL HILL NORTH,1401,-79.92933448,40.44455479
3957,Theft,1800 BLK OF BENTLEY DR,2,2023-05-11T19:30:00,TERRACE VILLAGE,511,-79.97624335,40.43985318
3958,Theft,2900 BLK OF SACRAMENTO AVE,6,2023-05-11T19:00:00,SHERADEN,5625,-80.04963779,40.45724007
3959,Theft,700 BLK OF SMITHFIELD ST,2,2023-05-11T18:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99671533,40.44249205
3960,Theft from Vehicle,200 BLK OF RIVERVIEW AVE,1,2023-05-11T18:30:00,PERRY NORTH,2602,-80.018436,40.482981
3961,Theft,200 BLK OF 5TH AVE,2,2023-05-11T18:21:00,CENTRAL BUSINESS DISTRICT,201,-80.00101805,40.44079126
3962,Theft,5800 BLK OF MORROWFIELD AVE,4,2023-05-11T17:51:00,SQUIRREL HILL SOUTH,1414,-79.9234812,40.4278869
3963,Theft,6200 BLK OF PENN AVE,5,2023-05-11T17:45:00,EAST LIBERTY,1115,-79.92191009,40.46085426
3964,Theft,1200 BLK OF BROWNSVILLE RD,3,2023-05-11T17:10:00,CARRICK,2901,-79.99045518,40.40312964
3965,Theft,900 BLK OF FREEPORT RD,5,2023-05-11T16:52:00,LINCOLN-LEMINGTON-BELMAR,9800,-79.89431722,40.48808182
3966,Theft,1500 BLK OF PRINCESS AVE,6,2023-05-11T16:41:00,BEECHVIEW,1916,-80.01785612,40.41205644
3967,Burglary,1300 BLK OF TROY HILL RD,1,2023-05-11T16:23:00,TROY HILL,2406,-79.990196,40.457094
3968,Theft from Vehicle,600 BLK OF 1ST AVE,2,2023-05-11T15:59:00,CENTRAL BUSINESS DISTRICT,201,-79.99603763,40.43503159
3969,Burglary,1100 BLK OF BRUSHTON AVE,5,2023-05-11T14:57:00,HOMEWOOD NORTH,1301,-79.88834181,40.45831447
3970,Theft,1100 BLK OF BRUSHTON AVE,5,2023-05-11T14:57:00,HOMEWOOD NORTH,1301,-79.88834181,40.45831447
3971,Robbery,500 BLK OF 1ST AVE,2,2023-05-11T14:46:00,CENTRAL BUSINESS DISTRICT,201,-79.99759902,40.43586432
3972,Theft from Vehicle,1700 BLK OF PERRYSVILLE AVE,1,2023-05-11T13:25:00,CENTRAL NORTHSIDE,2503,-80.00935887,40.46056145
3973,Theft from Vehicle,700 BLK OF MARYLAND AVE,4,2023-05-11T12:32:00,SHADYSIDE,705,-79.92953723,40.45451173
3974,Theft,400 BLK OF N CRAIG ST,4,2023-05-11T11:26:00,NORTH OAKLAND,5620,-79.95387675,40.45377973
3975,Theft,700 BLK OF 1ST AVE,2,2023-05-11T05:53:00,BLUFF,103,-79.99485336,40.43469349
3976,Theft,100 BLK OF RUTH ST,3,2023-05-11T03:56:00,MOUNT WASHINGTON,1915,-80.00515429,40.42229115
3977,Robbery,SHADY AVE & HOWE ST,4,2023-05-11T02:55:00,SHADYSIDE,708,-79.92171923,40.45451995
3978,Robbery,S GRAHAM ST & BROWNELL ST,4,2023-05-11T02:25:00,SHADYSIDE,709,-79.93524223,40.4544765
3979,Shooting (Non Fatal),5700 BLK OF ELLSWORTH AVE,4,2023-05-11T00:23:00,SHADYSIDE,705,-79.93124403,40.45535984
3980,Theft,7200 BLK OF TIOGA ST,5,2023-05-10T23:20:00,HOMEWOOD SOUTH,1303,-79.89712885,40.45387245
3981,Robbery,300 BLK OF FORBES AVE,2,2023-05-10T22:17:00,CENTRAL BUSINESS DISTRICT,201,-80.00075694,40.43994545
3982,Theft,1200 BLK OF BROWNSVILLE RD,3,2023-05-10T22:00:00,CARRICK,2901,-79.99045518,40.40312964
3983,Vehicle Theft,1900 BLK OF PLAINVIEW AVE,6,2023-05-10T21:55:00,BROOKLINE,1917,-80.0160204,40.40429901
3984,Burglary,3600 BLK OF ELMHURST AVE,1,2023-05-10T21:49:00,BRIGHTON HEIGHTS,2701,-80.04448965,40.48091794
3985,Theft,400 BLK OF N CRAIG ST,4,2023-05-10T20:43:00,NORTH OAKLAND,5620,-79.95387675,40.45377973
3986,Theft,900 BLK OF E CARSON ST,3,2023-05-10T20:22:00,SOUTH SIDE FLATS,1702,-79.98922381,40.42825672
3987,Theft,600 BLK OF STATE WAY,5,2023-05-10T19:55:00,BLOOMFIELD,802,-79.95020715,40.45910299
3988,Theft from Vehicle,4100 BLK OF E CARSON ST,3,2023-05-10T19:30:00,SOUTH SIDE FLATS,1609,-79.95582309,40.41116261
3989,Theft,700 BLK OF ADELAIDE ST,2,2023-05-10T17:10:00,UPPER HILL,506,-79.96055114,40.45418827
3990,Theft,500 BLK OF SMITHFIELD ST,2,2023-05-10T17:10:00,CENTRAL BUSINESS DISTRICT,201,-79.998564,40.43981
3991,Theft,2600 BLK OF SIDNEY ST,3,2023-05-10T14:48:00,SOUTH SIDE FLATS,1609,-79.96757044,40.42792419
3992,Theft from Vehicle,6400 BLK OF LANDVIEW RD,4,2023-05-10T14:32:00,SQUIRREL HILL SOUTH,1414,-79.92527126,40.42177859
3993,Theft,5600 BLK OF CENTRE AVE,4,2023-05-10T13:06:00,SHADYSIDE,709,-79.93436528,40.45660544
3994,Theft,2400 BLK OF BEDFORD AVE,2,2023-05-10T12:45:00,BEDFORD DWELLINGS,509,-79.9742074,40.45023878
3995,Vehicle Theft,5700 BLK OF BRYANT ST,5,2023-05-10T12:18:00,HIGHLAND PARK,1102,-79.92113803,40.47597733
3996,Theft from Vehicle,2100 BLK OF WOODWARD AVE,6,2023-05-10T11:52:00,BROOKLINE,1917,-80.02089583,40.40192057
3997,Burglary,2700 BLK OF STAFFORD ST,6,2023-05-10T04:15:00,SHERADEN,5625,-80.04885557,40.45524727
3998,Burglary,6200 BLK OF STATION ST,5,2023-05-10T03:34:00,EAST LIBERTY,1115,-79.92043651,40.46237415
3999,Theft from Vehicle,<100 BLK OF RIVERVIEW AVE,1,2023-05-10T00:30:00,PERRY NORTH,2602,-80.024233,40.483534
4000,Theft,6000 BLK OF CENTRE AVE,4,2023-05-10T00:29:00,SHADYSIDE,705,-79.9265974,40.45919142
4001,Theft from Vehicle,<100 BLK OF OVERLOOK DR,4,2023-05-09T23:19:00,SQUIRREL HILL SOUTH,1413,-80.049655,40.387596
4002,Theft,7200 BLK OF WITHERSPOON ST,5,2023-05-09T21:00:00,MORNINGSIDE,1014,-79.92275153,40.48707221
4003,Theft,5200 BLK OF PENN AVE,5,2023-05-09T20:41:00,BLOOMFIELD,809,-79.94060558,40.46446289
4004,Theft from Vehicle,100 BLK OF FOUNTAIN ST,1,2023-05-09T19:30:00,FINEVIEW,2509,-80.00315176,40.45867537
4005,Theft,600 BLK OF LIBERTY AVE,2,2023-05-09T19:15:00,CENTRAL BUSINESS DISTRICT,201,-80.00019706,40.44258604
4006,Theft,6300 BLK OF DARLINGTON RD,4,2023-05-09T18:45:00,SQUIRREL HILL SOUTH,1408,-79.91803972,40.43723269
4007,Theft,E OHIO ST & MIDDLE ST,1,2023-05-09T18:06:00,EAST ALLEGHENY,5632,-79.99915909,40.4537522
4008,Theft from Vehicle,600 BLK OF ROBERTS ST,2,2023-05-09T17:05:00,CRAWFORD-ROBERTS,305,-79.98483645,40.44406017
4009,Theft,4300 BLK OF KENNYWOOD BLVD,2,2023-05-09T16:45:00,CENTRAL BUSINESS DISTRICT,201,-79.998797,40.442716
4010,Vehicle Theft,4000 BLK OF COLMAN ST,4,2023-05-09T15:30:00,GREENFIELD,1516,-79.941464,40.424693
4011,Theft,7100 BLK OF FRANKSTOWN AVE,5,2023-05-09T15:00:00,HOMEWOOD SOUTH,1303,-79.89758734,40.45736546
4012,Theft,3700 BLK OF FORBES AVE,4,2023-05-09T14:27:00,CENTRAL OAKLAND,405,-79.95736833,40.44102425
4013,Theft,900 BLK OF S MILLVALE AVE,5,2023-05-09T14:07:00,BLOOMFIELD,804,-79.94798305,40.45349958
4014,Theft,4600 BLK OF CENTRE AVE,4,2023-05-09T07:49:00,NORTH OAKLAND,5620,-79.95153349,40.45184346
4015,Vehicle Theft,1300 BLK OF GROTTO ST,5,2023-05-09T07:30:00,LINCOLN-LEMINGTON-BELMAR,5619,-79.89642439,40.46718955
4016,Aggravated Assault,5800 BLK OF HARVARD ST,5,2023-05-09T02:30:00,EAST LIBERTY,1115,-79.92655,40.464116
4017,Vehicle Theft,2100 BLK OF ECCLES ST,3,2023-05-09T01:50:00,SOUTH SIDE SLOPES,1608,-79.97615309,40.41837428
4018,Theft,FRIENDSHIP AVE & EDMOND ST,5,2023-05-08T23:11:00,BLOOMFIELD,809,-79.94781334,40.46286351
4019,Theft,1200 BLK OF W NORTH AVE,1,2023-05-08T22:25:00,MANCHESTER,2107,-80.02281853,40.45250363
4020,Theft,<100 BLK OF PPG PL,2,2023-05-08T19:21:00,CENTRAL BUSINESS DISTRICT,201,-80.003335,40.44046795
4021,Theft,400 BLK OF N HIGHLAND AVE,5,2023-05-08T17:03:00,EAST LIBERTY,1115,-79.92217164,40.46515781
4022,Theft,600 BLK OF COMMONWEALTH PL,2,2023-05-08T15:15:00,CENTRAL BUSINESS DISTRICT,201,-80.00640549,40.44173293
4023,Theft,600 BLK OF COMMONWEALTH PL,2,2023-05-08T15:15:00,CENTRAL BUSINESS DISTRICT,201,-80.00640549,40.44173293
4024,Theft,600 BLK OF COMMONWEALTH PL,2,2023-05-08T15:07:00,CENTRAL BUSINESS DISTRICT,201,-80.00640549,40.44173293
4025,Theft,600 BLK OF SMITHFIELD ST,2,2023-05-08T14:30:00,CENTRAL BUSINESS DISTRICT,201,-79.99794346,40.44197665
4026,Burglary,100 BLK OF RUTH ST,3,2023-05-08T14:00:00,MOUNT WASHINGTON,1807,-80.00478608,40.42329321
4027,Theft from Vehicle,300 BLK OF 1ST AVE,2,2023-05-08T14:00:00,CENTRAL BUSINESS DISTRICT,201,-80.002017,40.43786
4028,Theft,800 BLK OF JOHNSTON AVE,4,2023-05-08T12:40:00,GLEN HAZEL,5623,-79.93118111,40.40666347
4029,Theft,4700 BLK OF HATFIELD ST,2,2023-05-08T05:08:00,CENTRAL LAWRENCEVILLE,901,-79.95945446,40.47577208
4030,Aggravated Assault,400 BLK OF ORMSBY ST,3,2023-05-08T02:54:00,MT. OLIVER,1607,-79.980263,40.412995
4031,Theft,200 BLK OF E CARSON ST,3,2023-05-08T00:15:00,SOUTH SHORE,1921,-80.003681,40.432977
4032,Theft,5700 BLK OF PENN AVE,5,2023-05-07T21:37:00,HIGHLAND PARK,1106,-79.909188,40.474201
4033,Theft,200 BLK OF ONEIDA ST,3,2023-05-07T20:54:00,DUQUESNE HEIGHTS,1911,-80.02023566,40.43619019
4034,Vehicle Theft,VINIAL ST & SPRING GARDEN AVE,1,2023-05-07T19:08:00,EAST ALLEGHENY,2412,-79.99444082,40.45811444
4035,Theft,3100 BLK OF CORDELL PL,3,2023-05-07T18:28:00,ARLINGTON HEIGHTS,5616,-79.96207161,40.41836003
4036,Theft from Vehicle,300 BLK OF GRANDVIEW AVE,3,2023-05-07T17:55:00,MOUNT WASHINGTON,1903,-80.01047789,40.43351011
4037,Theft from Vehicle,1000 BLK OF JANCEY ST,5,2023-05-07T17:47:00,MORNINGSIDE,1014,-79.93082997,40.47690533
4038,Theft from Vehicle,S 22ND ST & WHARTON ST,3,2023-05-07T17:41:00,SOUTH SIDE FLATS,1609,-79.97446089,40.43020864
4039,Theft,400 BLK OF SUNCREST ST,3,2023-05-07T17:40:00,KNOXVILLE,3001,-79.99537698,40.41120255
4040,Theft from Vehicle,7700 BLK OF ABBOTT ST,4,2023-05-07T17:15:00,POINT BREEZE,1406,-79.89479172,40.44154992
4041,Theft,300 BLK OF N CRAIG ST,4,2023-05-07T16:25:00,NORTH OAKLAND,5620,-79.95276283,40.4526576
4042,Theft,400 BLK OF S NEGLEY AVE,5,2023-05-07T16:00:00,FRIENDSHIP,807,-79.93345883,40.45946285
4043,Theft from Vehicle,BEDFORD SQ & BINGHAM ST,3,2023-05-07T16:00:00,SOUTH SIDE FLATS,1702,-79.98667499,40.42941131
4044,Robbery,400 BLK OF S NEGLEY AVE,5,2023-05-07T16:00:00,FRIENDSHIP,807,-79.93345883,40.45946285
4045,Theft,2000 BLK OF WIGHTMAN ST,4,2023-05-07T15:36:00,SQUIRREL HILL SOUTH,1413,-79.9268532,40.43335133
4046,Theft,1000 BLK OF BROOKLINE BLVD,6,2023-05-07T14:11:00,BROOKLINE,1919,-80.01693165,40.39211698
4047,Vehicle Theft,1000 BLK OF JANCEY ST,5,2023-05-07T13:46:00,MORNINGSIDE,1014,-79.93051119,40.47632099
4048,Theft,300 BLK OF MT PLEASANT RD,1,2023-05-07T13:36:00,NORTHVIEW HEIGHTS,2609,-80.00271612,40.48109433
4049,Vehicle Theft,MT OLIVER ST & E WARRINGTON AVE,3,2023-05-07T13:31:00,SOUTH SIDE SLOPES,1706,-79.98666703,40.42209849
4050,Theft from Vehicle,2500 BLK OF PERRYSVILLE AVE,1,2023-05-07T12:49:00,PERRY SOUTH,2614,-80.00879914,40.46933066
4051,Theft,GRANT ST & 7TH ST,2,2023-05-07T12:00:00,CENTRAL BUSINESS DISTRICT,201,-79.994958,40.442157
4052,Theft from Vehicle,ARION ST & PANTECO WAY,3,2023-05-07T11:00:00,MOUNT WASHINGTON,1915,-80.011255,40.42026
4053,Theft,LYRIC ST & MONTEZUMA ST,5,2023-05-07T10:28:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90521905,40.4646574
4054,Theft,1000 BLK OF WOODS RUN AVE,1,2023-05-07T10:15:00,MARSHALL-SHADELAND,2715,-80.0275108,40.47875348
4055,Theft,2500 BLK OF PERRYSVILLE AVE,1,2023-05-07T08:10:00,PERRY SOUTH,2614,-80.00879914,40.46933066
4056,Theft from Vehicle,2500 BLK OF PERRYSVILLE AVE,1,2023-05-07T08:10:00,PERRY SOUTH,2614,-80.00879914,40.46933066
4057,Theft,600 BLK OF COMMONWEALTH PL,2,2023-05-07T02:09:00,CENTRAL BUSINESS DISTRICT,201,-80.00640549,40.44173293
4058,Burglary,2000 BLK OF LETSCHE ST,1,2023-05-07T02:00:00,FINEVIEW,2509,-80.00906269,40.46398614
4059,Aggravated Assault,300 BLK OF CEDAR AVE,1,2023-05-07T01:24:00,EAST ALLEGHENY,5632,-80.00067846,40.45113312
4060,Vehicle Theft,300 BLK OF CEDAR AVE,1,2023-05-07T01:24:00,EAST ALLEGHENY,5632,-80.00067846,40.45113312
4061,Vehicle Theft,700 BLK OF CLARISSA ST,2,2023-05-07T00:51:00,UPPER HILL,506,-79.96084478,40.45337592
4062,Theft,<100 BLK OF BAILEY AVE,3,2023-05-07T00:37:00,MOUNT WASHINGTON,1807,-80.00492054,40.42669299
4063,Theft,1000 BLK OF WATSON ST,2,2023-05-07T00:13:00,BLUFF,103,-79.988071,40.438543
4064,Theft,6400 BLK OF STANTON AVE,5,2023-05-06T23:52:00,HIGHLAND PARK,1106,-79.91199058,40.46997507
4065,Theft,1000 BLK OF LIBERTY AVE,2,2023-05-06T21:27:00,CENTRAL BUSINESS DISTRICT,201,-79.99596848,40.4437326
4066,Theft,S NEGLEY AVE & ELLSWORTH AVE,4,2023-05-06T21:15:00,SHADYSIDE,709,-79.93256853,40.454746
4067,Theft,1700 BLK OF E CARSON ST,3,2023-05-06T20:30:00,SOUTH SIDE FLATS,1702,-79.981869,40.4285852
4068,Theft,4200 BLK OF BRUCE ST,2,2023-05-06T20:22:00,CENTRAL LAWRENCEVILLE,902,-79.95701295,40.46847716
4069,Burglary,6500 BLK OF WINSLOW ST,5,2023-05-06T20:00:00,LARIMER,1204,-79.90982884,40.46273909
4070,Burglary,500 BLK OF LOWELL ST,5,2023-05-06T20:00:00,LARIMER,1204,-79.90987205,40.46284235
4071,Theft from Vehicle,4600 BLK OF CARROLL ST,5,2023-05-06T19:30:00,BLOOMFIELD,903,-79.94992647,40.46536472
4072,Vehicle Theft,1000 BLK OF LIBERTY AVE,2,2023-05-06T19:13:00,CENTRAL BUSINESS DISTRICT,201,-79.99399201,40.44456878
4073,Theft,300 BLK OF 6TH AVE,2,2023-05-06T18:00:00,CENTRAL BUSINESS DISTRICT,201,-79.99797535,40.44183352
4074,Theft,300 BLK OF FORT DUQUESNE BLVD,2,2023-05-06T17:30:00,CENTRAL BUSINESS DISTRICT,201,-80.00720459,40.44251116
4075,Theft from Vehicle,900 BLK OF N EUCLID AVE,5,2023-05-06T15:55:00,HIGHLAND PARK,1102,-79.9219604,40.47265208
4076,Theft from Vehicle,1100 BLK OF N EUCLID AVE,5,2023-05-06T14:30:00,HIGHLAND PARK,1102,-79.92011714,40.4755503
4077,Theft from Vehicle,2900 BLK OF ZEPHYR AVE,6,2023-05-06T14:30:00,SHERADEN,5625,-80.05213482,40.45524158
4078,Theft from Vehicle,2900 BLK OF ZEPHYR AVE,6,2023-05-06T14:30:00,SHERADEN,5625,-80.05255161,40.45510972
4079,Theft from Vehicle,300 BLK OF 3RD AVE,2,2023-05-06T13:10:00,CENTRAL BUSINESS DISTRICT,201,-80.00127202,40.43885941
4080,Theft from Vehicle,3800 BLK OF BIGELOW BLVD,4,2023-05-06T11:34:00,NORTH OAKLAND,507,-79.954044,40.454696
4081,Theft from Vehicle,400 BLK OF AVERY ST,1,2023-05-06T05:41:00,EAST ALLEGHENY,5632,-80.00122645,40.45282585
4082,Robbery,6300 BLK OF BROAD ST,5,2023-05-06T03:15:00,EAST LIBERTY,1115,-79.92010738,40.46117094
4083,Theft,6300 BLK OF BROAD ST,5,2023-05-06T03:15:00,EAST LIBERTY,1115,-79.92010738,40.46117094
4084,Burglary,2500 BLK OF BRACEY DR,5,2023-05-06T01:08:00,EAST HILLS,1306,-79.86899338,40.45595134
4085,Theft,<100 BLK OF BAILEY AVE,3,2023-05-05T21:28:00,MOUNT WASHINGTON,1807,-80.00492054,40.42669299
4086,Theft,3200 BLK OF E CARSON ST,3,2023-05-05T21:23:00,SOUTH SIDE FLATS,1609,-79.96015962,40.42307052
4087,Vehicle Theft,7200 BLK OF SUSQUEHANNA ST,5,2023-05-05T20:35:00,HOMEWOOD SOUTH,1303,-79.89689197,40.45331761
4088,Theft,2600 BLK OF E CARSON ST,3,2023-05-05T20:04:00,SOUTH SIDE FLATS,1609,-79.96745139,40.42693658
4089,Robbery,400 BLK OF GRANT ST,2,2023-05-05T19:37:00,CENTRAL BUSINESS DISTRICT,201,-79.99685618,40.43810669
4090,Theft,100 BLK OF 55TH ST,2,2023-05-05T19:00:00,UPPER LAWRENCEVILLE,1011,-79.95149988,40.48467505
4091,Burglary,600 BLK OF ELM SPRING DR,6,2023-05-05T18:30:00,BANKSVILLE,2023,-80.034515,40.414667
4092,Burglary,200 BLK OF ALRIES ST,3,2023-05-05T17:00:00,CARRICK,2902,-79.98565933,40.39989784
4093,Theft from Vehicle,2100 BLK OF SIDNEY ST,3,2023-05-05T16:50:00,SOUTH SIDE FLATS,1609,-79.9755699,40.42913397
4094,Theft,5300 BLK OF 2ND AVE,4,2023-05-05T16:45:00,HAZELWOOD,5623,-79.94256777,40.40365875
4095,Theft,1800 BLK OF NIGGEL ST,1,2023-05-05T15:55:00,TROY HILL,2406,-79.98032584,40.46797126
4096,Theft from Vehicle,1800 BLK OF NIGGEL ST,1,2023-05-05T15:55:00,TROY HILL,2406,-79.98032584,40.46797126
4097,Theft from Vehicle,6300 BLK OF MARCHAND ST,4,2023-05-05T15:25:00,SHADYSIDE,708,-79.92135866,40.4571369
4098,Theft,100 BLK OF FORBES AVE,2,2023-05-05T15:21:00,CENTRAL BUSINESS DISTRICT,201,-80.00369519,40.4409177
4099,Theft from Vehicle,1ST AVE & BLVD OF THE,2,2023-05-05T10:27:00,CENTRAL BUSINESS DISTRICT,201,-79.998753,40.437228
4100,Theft,100 BLK OF 26TH ST,2,2023-05-05T09:20:00,CRAWFORD-ROBERTS,305,-79.979979,40.443581
4101,Theft,3200 BLK OF JOSEPHINE ST,3,2023-05-05T07:12:00,SOUTH SIDE SLOPES,1608,-79.96412824,40.41987726
4102,Theft,400 BLK OF NORTH SHORE DR,1,2023-05-05T05:40:00,NORTH SHORE,9812,-80.01149561,40.44615113
4103,Theft,5500 BLK OF BAUM BLVD,5,2023-05-05T05:30:00,FRIENDSHIP,807,-79.93625798,40.45747706
4104,Theft,2600 BLK OF WEST LIBERTY AVE,6,2023-05-05T05:27:00,BROOKLINE,1919,-80.02757736,40.39755669
4105,Shooting (Non Fatal),2300 BLK OF WESTMONT AVE,3,2023-05-05T04:27:00,CARRICK,2904,-79.98740958,40.38979968
4106,Aggravated Assault,FRANKSTOWN AVE & N HOMEWOOD AVE,5,2023-05-05T03:35:00,HOMEWOOD SOUTH,1303,-79.89629785,40.45739668
4107,Theft,PAULSON AVE & NAVARRO ST,5,2023-05-05T01:37:00,LINCOLN-LEMINGTON-BELMAR,1203,-79.90274352,40.46827856
4108,Theft,7600 BLK OF PENN AVE,4,2023-05-04T22:22:00,POINT BREEZE,1406,-79.89442852,40.44667005
4109,Theft,600 BLK OF PRESSLEY ST,1,2023-05-04T22:11:00,EAST ALLEGHENY,5632,-79.99818625,40.45237828
4110,Theft,7600 BLK OF PENN AVE,4,2023-05-04T21:39:00,POINT BREEZE NORTH,1405,-79.89371129,40.44705334
4111,Theft,2000 BLK OF WHARTON ST,3,2023-05-04T20:54:00,SOUTH SIDE FLATS,1702,-79.97682489,40.43003756
4112,Theft,700 BLK OF S 21ST ST,3,2023-05-04T20:13:00,SOUTH SIDE FLATS,1609,-79.9760992,40.42566335
4113,Theft from Vehicle,5300 BLK OF NORTHUMBERLAND ST,4,2023-05-04T19:24:00,SQUIRREL HILL NORTH,1401,-79.93944606,40.44022074
4114,Theft,400 BLK OF N HIGHLAND AVE,5,2023-05-04T17:04:00,EAST LIBERTY,1115,-79.92217164,40.46515781
4115,Theft,800 BLK OF EAST ST,1,2023-05-04T17:00:00,EAST ALLEGHENY,5632,-79.99845643,40.45511257
4116,Theft from Vehicle,400 BLK OF GREENFIELD AVE,4,2023-05-04T15:55:00,GREENFIELD,1516,-79.94302713,40.42521488
4117,Theft from Vehicle,4200 BLK OF WINTERBURN AVE,4,2023-05-04T13:56:00,GREENFIELD,1517,-79.9391627,40.42273975
4118,Theft from Vehicle,4300 BLK OF MINNESOTA ST,4,2023-05-04T13:45:00,GREENFIELD,1517,-79.93864814,40.42187385
